product_name,ingredients_text,nova_group,health_score,allergens,additives,calories,protein_g,carbs_g,fat_g,sugar_g,sodium_mg,fiber_g,nutrition_density,food_group,source_dataset
Honey Loaf,honey loaf,1,82.0,,,85.0,9.9,2.6,3.6,2.6,400.0,0.0,47.5,Group 3,FOOD-DATA-GROUP3.csv
Pork Beef Salami,"pork beef salami, fresh meat, essential amino acids, heme iron",1,75.0,,,37.0,2.1,0.1,3.1,0.0,200.0,0.0,5.3,Group 3,FOOD-DATA-GROUP3.csv
Beef Pork Bologna,"beef pork bologna, fresh meat, essential amino acids, heme iron",4,45.0,,"E250 (Sodium nitrite), E451 (Triphosphates)",92.0,4.6,1.6,7.4,1.3,300.0,0.0,39.7,Group 3,FOOD-DATA-GROUP3.csv
Pork Beef Salami Cooked,"pork beef salami cooked, fresh meat, essential amino acids, heme iron",1,75.0,,,41.0,2.7,0.3,3.2,0.1,200.0,0.0,8.2,Group 3,FOOD-DATA-GROUP3.csv
Pork Breakfast Strips Raw,"pork breakfast strips raw, fresh meat, essential amino acids, heme iron",1,80.0,,,88.0,2.7,0.2,8.4,0.0,200.0,0.0,19.4,Group 3,FOOD-DATA-GROUP3.csv
Pickle Pimiento Loaf,pickle pimiento loaf,1,82.0,,,86.0,4.3,3.2,6.1,3.2,400.0,0.6,59.1,Group 3,FOOD-DATA-GROUP3.csv
Luxury Loaf,luxury loaf,1,80.1,,,39.0,5.2,1.4,1.3,0.0,300.0,0.0,18.3,Group 3,FOOD-DATA-GROUP3.csv
Mortadella,mortadella,1,75.0,,,47.0,2.5,0.5,3.8,0.0,200.0,0.0,9.7,Group 3,FOOD-DATA-GROUP3.csv
Pork Bologna,"pork bologna, fresh meat, essential amino acids, heme iron",4,45.0,,"E250 (Sodium nitrite), E451 (Triphosphates)",69.0,4.3,0.2,5.6,0.0,300.0,0.0,13.4,Group 3,FOOD-DATA-GROUP3.csv
Turkey Salami Cooked,"turkey salami cooked, fresh poultry meat, protein amino acids",1,75.1,,,9.0,1.0,0.1,0.5,0.1,23.0,0.1,3.8,Group 3,FOOD-DATA-GROUP3.csv
Pepperoni Beef,"pepperoni beef, fresh meat, essential amino acids, heme iron",1,75.0,,,10.0,0.5,0.0,0.9,0.0,90.0,0.0,1.9,Group 3,FOOD-DATA-GROUP3.csv
Peppered Loaf,peppered loaf,1,80.0,,,42.0,4.9,1.3,1.8,1.3,200.0,0.0,23.7,Group 3,FOOD-DATA-GROUP3.csv
Luncheon Meat Beef,"luncheon meat beef, fresh meat, essential amino acids, heme iron",1,75.0,,,10.0,1.8,0.0,0.3,0.0,100.0,0.0,3.3,Group 3,FOOD-DATA-GROUP3.csv
Lebanon Bologna,lebanon bologna,4,41.3,,"E250 (Sodium nitrite), E451 (Triphosphates)",98.0,10.8,0.3,6.0,0.0,800.0,0.0,30.2,Group 3,FOOD-DATA-GROUP3.csv
Chicken Pork Bologna,"chicken pork bologna, fresh poultry meat, protein amino acids",4,46.1,,"E250 (Sodium nitrite), E451 (Triphosphates)",94.0,2.9,1.2,8.6,0.0,300.0,0.0,71.7,Group 3,FOOD-DATA-GROUP3.csv
Turkey Roll,"turkey roll, grain flour, water, yeast, salt",3,62.0,,,40.0,4.9,0.6,1.9,0.0,100.0,0.0,16.4,Group 3,FOOD-DATA-GROUP3.csv
Beef Salami Cooked,"beef salami cooked, fresh meat, essential amino acids, heme iron",1,80.0,,,68.0,3.3,0.5,5.8,0.4,300.0,0.0,11.8,Group 3,FOOD-DATA-GROUP3.csv
Yachtwurst Cooked,yachtwurst cooked,1,79.8,,,150.0,8.3,0.8,12.7,0.0,500.0,0.0,33.0,Group 3,FOOD-DATA-GROUP3.csv
Italian Salami,italian salami,1,75.0,,,43.0,2.2,0.1,3.7,0.1,200.0,0.0,7.2,Group 3,FOOD-DATA-GROUP3.csv
Turkey Ham,"turkey ham, fresh poultry meat, protein amino acids",3,57.2,,,38.0,5.5,0.3,1.6,0.1,300.0,0.0,9.2,Group 3,FOOD-DATA-GROUP3.csv
Turkey Bologna,"turkey bologna, fresh poultry meat, protein amino acids",4,45.2,,"E250 (Sodium nitrite), E451 (Triphosphates)",59.0,3.2,1.3,4.5,0.8,300.0,0.1,48.1,Group 3,FOOD-DATA-GROUP3.csv
Sliced Turkey Breast,"sliced turkey breast, fresh poultry meat, protein amino acids",1,75.0,,,17.0,2.4,0.4,0.6,0.1,100.0,0.0,3.6,Group 3,FOOD-DATA-GROUP3.csv
Luncheon Meat Pork Beef,"luncheon meat pork beef, fresh meat, essential amino acids, heme iron",1,80.0,,,99.0,3.5,0.7,9.0,0.0,400.0,0.0,15.9,Group 3,FOOD-DATA-GROUP3.csv
Beef Bologna,"beef bologna, fresh meat, essential amino acids, heme iron",4,45.0,,"E250 (Sodium nitrite), E451 (Triphosphates)",90.0,3.3,1.3,7.8,0.6,300.0,0.0,13.0,Group 3,FOOD-DATA-GROUP3.csv
Turkey Bacon Cooked,"turkey bacon cooked, fresh poultry meat, protein amino acids, high protein",3,50.2,,,313.0,24.3,2.5,22.9,0.0,1900.0,0.0,58.8,Group 3,FOOD-DATA-GROUP3.csv
Ground Emu Cooked,"ground emu cooked, high protein",1,90.0,,,178.0,31.0,0.0,5.1,0.0,25.0,0.0,37.6,Group 3,FOOD-DATA-GROUP3.csv
Ostrich Leg Raw,"ostrich leg raw, high protein",1,85.6,,,94.0,19.0,0.0,1.5,0.0,67.0,0.0,26.8,Group 3,FOOD-DATA-GROUP3.csv
Ostrich Strip Raw,"ostrich strip raw, high protein",1,86.0,,,108.0,20.1,0.0,2.4,0.0,86.0,0.0,30.4,Group 3,FOOD-DATA-GROUP3.csv
Emu Fillet Cooked,"emu fillet cooked, high protein",1,96.2,,,607.0,123.2,0.0,9.1,0.0,200.0,0.0,173.9,Group 3,FOOD-DATA-GROUP3.csv
Ostrich Tenderloin Raw,"ostrich tenderloin raw, high protein",1,85.5,,,105.0,18.8,0.0,2.7,0.0,5.0,0.0,30.7,Group 3,FOOD-DATA-GROUP3.csv
Emu Drums Cooked,"emu drums cooked, high protein",3,74.9,,,649.0,134.7,0.0,8.4,0.0,500.0,0.0,198.4,Group 3,FOOD-DATA-GROUP3.csv
Green Turtle Raw,green turtle raw,1,80.2,,,25.0,5.6,0.0,0.1,0.0,99.0,0.0,39.6,Group 3,FOOD-DATA-GROUP3.csv
Ground Bison Cooked,"ground bison cooked, high protein",1,93.9,,,448.0,63.6,0.0,21.6,0.0,200.0,0.0,128.2,Group 3,FOOD-DATA-GROUP3.csv
Goat Meat Raw,"goat meat raw, high protein",1,96.3,,,494.0,93.4,0.0,10.5,0.0,400.0,0.0,175.7,Group 3,FOOD-DATA-GROUP3.csv
Ground Emu Raw,"ground emu raw, high protein",1,88.6,,,157.0,26.6,0.0,4.7,0.0,62.0,0.0,44.2,Group 3,FOOD-DATA-GROUP3.csv
Ground Ostrich Raw,"ground ostrich raw, high protein",1,86.8,,,180.0,22.0,0.0,9.5,0.0,21.0,0.0,42.3,Group 3,FOOD-DATA-GROUP3.csv
Ostrich Tip Cooked,"ostrich tip cooked, high protein",1,87.7,,,123.0,24.2,0.0,2.2,0.0,86.0,0.0,33.9,Group 3,FOOD-DATA-GROUP3.csv
Caribou Cooked,"caribou cooked, high protein",1,90.4,,,210.0,38.0,0.0,6.4,0.0,4.0,0.0,57.4,Group 3,FOOD-DATA-GROUP3.csv
Ground Ostrich Cooked,"ground ostrich cooked, high protein",1,87.7,,,163.0,24.3,0.0,6.6,0.0,99.0,0.0,31.7,Group 3,FOOD-DATA-GROUP3.csv
Ostrich Leg Cooked,"ostrich leg cooked, high protein",1,87.9,,,120.0,24.7,0.0,1.6,0.0,16.0,0.0,34.1,Group 3,FOOD-DATA-GROUP3.csv
Ostrich Top Loin Cooked,"ostrich top loin cooked, high protein",1,87.6,,,132.0,23.9,0.0,3.3,0.0,29.0,0.0,28.0,Group 3,FOOD-DATA-GROUP3.csv
Ostrich Strip Cooked,"ostrich strip cooked, high protein",1,88.0,,,139.0,25.0,0.0,3.6,0.0,34.0,0.0,37.0,Group 3,FOOD-DATA-GROUP3.csv
Ostrich Tip Raw,"ostrich tip raw, high protein",1,85.4,,,97.0,18.6,0.0,2.0,0.0,41.0,0.0,27.3,Group 3,FOOD-DATA-GROUP3.csv
Ostrich Round Raw,"ostrich round raw, high protein",1,85.5,,,99.0,18.7,0.0,2.0,0.0,74.0,0.0,28.0,Group 3,FOOD-DATA-GROUP3.csv
Ground Bison Raw,"ground bison raw, high protein",1,84.9,,,124.0,17.2,0.1,6.1,0.0,42.0,0.0,35.1,Group 3,FOOD-DATA-GROUP3.csv
Ostrich Fan Raw,"ostrich fan raw, high protein",1,85.4,,,99.0,18.5,0.0,2.3,0.0,40.0,0.0,29.6,Group 3,FOOD-DATA-GROUP3.csv
Ostrich Top Loin Raw,"ostrich top loin raw, high protein",1,85.4,,,101.0,18.4,0.0,2.5,0.0,73.0,0.0,28.7,Group 3,FOOD-DATA-GROUP3.csv
Veal Brain Cooked,"veal brain cooked, fresh meat, essential amino acids, heme iron, high protein",1,94.8,,,461.0,38.9,0.0,32.6,0.0,500.0,0.0,175.5,Group 3,FOOD-DATA-GROUP3.csv
Veal Tongue Cooked,"veal tongue cooked, fresh meat, essential amino acids, heme iron, high protein",1,94.3,,,515.0,65.9,0.0,25.8,0.0,200.0,0.0,135.3,Group 3,FOOD-DATA-GROUP3.csv
Beef Heart Cooked,"beef heart cooked, fresh meat, essential amino acids, heme iron",1,76.2,,,47.0,8.1,0.1,1.3,0.0,24.0,0.0,9.7,Group 3,FOOD-DATA-GROUP3.csv
Turkey Liver Cooked,"turkey liver cooked, fresh poultry meat, protein amino acids",1,83.7,,,100.0,14.3,0.0,4.3,0.0,83.0,0.0,47.3,Group 3,FOOD-DATA-GROUP3.csv
Veal Thymus Cooked,"veal thymus cooked, fresh meat, essential amino acids, heme iron",1,80.6,,,35.0,6.4,0.0,0.9,0.0,36.0,0.0,20.0,Group 3,FOOD-DATA-GROUP3.csv
Beef Brain Cooked,"beef brain cooked, fresh meat, essential amino acids, heme iron, high protein",1,92.0,,,688.0,44.1,0.0,55.6,0.0,600.0,0.0,150.7,Group 3,FOOD-DATA-GROUP3.csv
Beef Pancreas Cooked,"beef pancreas cooked, fresh meat, essential amino acids, heme iron, high protein",1,96.7,,,602.0,60.2,0.0,38.2,0.0,100.0,0.0,184.8,Group 3,FOOD-DATA-GROUP3.csv
Beef Tripe Cooked,"beef tripe cooked, fresh meat, essential amino acids, heme iron",1,83.7,,,80.0,10.0,1.7,3.4,0.0,45.0,0.0,84.6,Group 3,FOOD-DATA-GROUP3.csv
Chicken Gizzard Cooked,"chicken gizzard cooked, fresh poultry meat, protein amino acids, high protein",1,91.4,,,223.0,44.1,0.0,3.9,0.0,69.0,0.0,77.3,Group 3,FOOD-DATA-GROUP3.csv
Pork Pancreas Cooked,"pork pancreas cooked, fresh meat, essential amino acids, heme iron, high protein",1,95.3,,,537.0,69.8,0.0,26.5,0.0,100.0,0.0,156.1,Group 3,FOOD-DATA-GROUP3.csv
Beef Tongue Cooked,"beef tongue cooked, fresh meat, essential amino acids, heme iron",1,80.2,,,80.0,5.5,0.0,6.3,0.0,29.0,0.0,14.3,Group 3,FOOD-DATA-GROUP3.csv
Lamb Heart Cooked,"lamb heart cooked, fresh meat, essential amino acids, heme iron, high protein",1,93.4,,,353.0,47.7,3.7,15.1,0.0,100.0,0.0,117.1,Group 3,FOOD-DATA-GROUP3.csv
Beef Spleen Cooked,"beef spleen cooked, fresh meat, essential amino acids, heme iron, high protein",1,98.0,,,447.0,77.3,0.0,12.9,0.0,200.0,0.0,403.3,Group 3,FOOD-DATA-GROUP3.csv
Veal Kidneys Cooked,"veal kidneys cooked, fresh meat, essential amino acids, heme iron, high protein",1,94.1,,,300.0,48.4,0.0,10.4,0.0,200.0,0.0,132.9,Group 3,FOOD-DATA-GROUP3.csv
Chicken Heart Cooked,"chicken heart cooked, fresh poultry meat, protein amino acids, high protein",1,92.2,,,268.0,38.3,0.1,11.5,0.0,81.0,0.0,93.3,Group 3,FOOD-DATA-GROUP3.csv
Lamb Tongue Cooked,"lamb tongue cooked, fresh meat, essential amino acids, heme iron, high protein",1,95.3,,,701.0,55.0,0.0,51.7,0.0,200.0,0.0,156.8,Group 3,FOOD-DATA-GROUP3.csv
Veal Heart Cooked,"veal heart cooked, fresh meat, essential amino acids, heme iron, high protein",1,93.3,,,368.0,57.7,0.3,13.4,0.0,100.0,0.0,115.6,Group 3,FOOD-DATA-GROUP3.csv
Chicken Liver Cooked,"chicken liver cooked, fresh poultry meat, protein amino acids",1,82.5,,,76.0,11.3,0.5,2.8,0.0,79.0,0.0,15.2,Group 3,FOOD-DATA-GROUP3.csv
Lamb Pancreas Cooked,"lamb pancreas cooked, fresh meat, essential amino acids, heme iron, high protein",1,95.8,,,541.0,52.7,0.0,34.9,0.0,100.0,0.0,166.4,Group 3,FOOD-DATA-GROUP3.csv
Veal Spleen Cooked,"veal spleen cooked, fresh meat, essential amino acids, heme iron, high protein",1,98.0,,,445.0,83.1,0.0,10.0,0.0,200.0,0.0,280.7,Group 3,FOOD-DATA-GROUP3.csv
Lamb Liver Cooked,"lamb liver cooked, fresh meat, essential amino acids, heme iron, high protein",1,98.0,,,739.0,102.7,8.5,29.6,0.0,200.0,0.0,234.1,Group 3,FOOD-DATA-GROUP3.csv
Turkey Gizzard Cooked,"turkey gizzard cooked, fresh poultry meat, protein amino acids",1,82.8,,,70.0,11.9,0.0,2.1,0.0,31.0,0.0,26.2,Group 3,FOOD-DATA-GROUP3.csv
Lamp Spleen Cooked,"lamp spleen cooked, high protein",1,98.0,,,460.0,78.1,0.0,14.1,0.0,200.0,0.0,321.4,Group 3,FOOD-DATA-GROUP3.csv
Turkey Heart Cooked,"turkey heart cooked, fresh poultry meat, protein amino acids",1,80.0,,,35.0,5.0,0.0,1.5,0.0,46.0,0.0,12.8,Group 3,FOOD-DATA-GROUP3.csv
Beef Liver Cooked,"beef liver cooked, fresh meat, essential amino acids, heme iron, high protein",1,85.9,,,130.0,19.8,3.5,3.6,0.0,68.0,0.0,37.5,Group 3,FOOD-DATA-GROUP3.csv
Lamb Lungs Cooked,"lamb lungs cooked, fresh meat, essential amino acids, heme iron, high protein",1,98.0,,,431.0,75.7,0.0,11.8,0.0,300.0,0.0,257.4,Group 3,FOOD-DATA-GROUP3.csv
Pork Brain Cooked,"pork brain cooked, fresh meat, essential amino acids, heme iron, high protein",1,96.4,,,527.0,46.4,0.0,36.3,0.0,300.0,0.0,177.6,Group 3,FOOD-DATA-GROUP3.csv
Goose Liver,"goose liver, high protein",1,87.0,,,125.0,15.4,5.9,4.0,0.0,100.0,0.0,107.4,Group 3,FOOD-DATA-GROUP3.csv
Pork Kidneys Cooked,"pork kidneys cooked, fresh meat, essential amino acids, heme iron, high protein",1,91.6,,,211.0,35.6,0.0,6.6,0.0,100.0,0.0,82.7,Group 3,FOOD-DATA-GROUP3.csv
Lamb Brain Cooked,"lamb brain cooked, fresh meat, essential amino acids, heme iron, high protein",1,94.4,,,503.0,43.5,0.0,35.3,0.0,500.0,0.0,167.8,Group 3,FOOD-DATA-GROUP3.csv
Pork Heart Cooked,"pork heart cooked, fresh meat, essential amino acids, heme iron, high protein",1,90.7,,,215.0,34.2,0.6,7.3,0.0,53.0,0.0,63.7,Group 3,FOOD-DATA-GROUP3.csv
Lamb Kidneys Cooked,"lamb kidneys cooked, fresh meat, essential amino acids, heme iron, high protein",1,96.5,,,349.0,60.3,2.5,9.2,0.0,400.0,0.0,180.4,Group 3,FOOD-DATA-GROUP3.csv
Beef Lungs Cooked,"beef lungs cooked, fresh meat, essential amino acids, heme iron, high protein",1,98.0,,,364.0,61.8,0.0,11.2,0.0,300.0,0.0,221.9,Group 3,FOOD-DATA-GROUP3.csv
Veal Pancreas Cooked,"veal pancreas cooked, fresh meat, essential amino acids, heme iron, high protein",1,95.9,,,614.0,69.8,0.0,35.0,0.0,200.0,0.0,168.1,Group 3,FOOD-DATA-GROUP3.csv
Pork Liver Cooked,"pork liver cooked, fresh meat, essential amino acids, heme iron, high protein",1,98.0,,,584.0,92.1,13.3,15.6,0.0,200.0,0.0,322.4,Group 3,FOOD-DATA-GROUP3.csv
Beef Kidneys Cooked,"beef kidneys cooked, fresh meat, essential amino acids, heme iron",1,81.1,,,45.0,7.7,0.0,1.3,0.0,29.0,0.0,16.0,Group 3,FOOD-DATA-GROUP3.csv
Turkey Giblets Cooked,"turkey giblets cooked, fresh poultry meat, protein amino acids, high protein",1,88.0,,,164.0,25.1,0.0,6.3,0.0,100.0,0.0,32.6,Group 3,FOOD-DATA-GROUP3.csv
Duck Liver Raw,"duck liver raw, fresh poultry meat, protein amino acids",1,81.3,,,60.0,8.2,1.6,2.0,0.0,89.0,0.0,37.3,Group 3,FOOD-DATA-GROUP3.csv
Veal Liver Cooked,"veal liver cooked, fresh meat, essential amino acids, heme iron, high protein",1,87.1,,,154.0,22.7,3.0,5.0,0.0,46.0,0.0,43.6,Group 3,FOOD-DATA-GROUP3.csv
Pork Lungs Cooked,"pork lungs cooked, fresh meat, essential amino acids, heme iron, high protein",1,95.3,,,297.0,49.8,0.0,9.3,0.0,200.0,0.0,156.0,Group 3,FOOD-DATA-GROUP3.csv
Veal Lungs Cooked,"veal lungs cooked, fresh meat, essential amino acids, heme iron, high protein",1,97.4,,,312.0,56.2,0.0,7.9,0.0,200.0,0.0,197.9,Group 3,FOOD-DATA-GROUP3.csv
Beef Thymus Cooked,"beef thymus cooked, fresh meat, essential amino acids, heme iron, high protein",1,98.0,,,1215.0,83.2,0.0,95.2,0.0,400.0,0.0,337.3,Group 3,FOOD-DATA-GROUP3.csv
Ham,ham,3,63.0,,,46.0,4.6,1.0,2.5,0.3,200.0,0.4,16.6,Group 3,FOOD-DATA-GROUP3.csv
Pork Meat Cooked,"pork meat cooked, fresh meat, essential amino acids, heme iron",1,79.1,,,283.0,14.1,0.0,14.1,0.0,700.0,0.0,39.7,Group 3,FOOD-DATA-GROUP3.csv
Bacon Roasted,bacon roasted,3,57.0,,,43.0,3.0,0.1,3.3,0.0,34.0,0.0,6.5,Group 3,FOOD-DATA-GROUP3.csv
Pork Top Loin Roasts Raw,"pork top loin roasts raw, fresh meat, essential amino acids, heme iron, high protein",1,93.0,,,3644.0,468.4,0.0,182.8,0.0,1000.0,0.0,816.6,Group 3,FOOD-DATA-GROUP3.csv
Pork Blade Roll Raw,"pork blade roll raw, grain flour, water, yeast, salt",3,62.0,,,76.0,4.7,0.0,6.2,0.0,400.0,0.0,13.1,Group 3,FOOD-DATA-GROUP3.csv
Pork Backribs Raw,"pork backribs raw, fresh meat, essential amino acids, heme iron, high protein",1,94.5,,,2399.0,204.2,0.0,174.9,0.0,900.0,0.0,719.2,Group 3,FOOD-DATA-GROUP3.csv
Pork Spareribs Cooked,"pork spareribs cooked, fresh meat, essential amino acids, heme iron, high protein",1,97.1,,,703.0,51.4,0.0,53.6,0.0,200.0,0.0,191.6,Group 3,FOOD-DATA-GROUP3.csv
Pork Stomach Cooked,"pork stomach cooked, fresh meat, essential amino acids, heme iron",1,80.4,,,44.0,6.1,0.0,2.1,0.0,35.0,0.0,12.8,Group 3,FOOD-DATA-GROUP3.csv
Honey Smoked Ham Cooked,honey smoked ham cooked,3,62.5,,,67.0,9.9,4.0,1.3,0.0,500.0,0.0,19.0,Group 3,FOOD-DATA-GROUP3.csv
Boston Butt Steak Raw,"boston butt steak raw, high protein",1,98.0,,,844.0,79.0,0.0,56.1,0.0,300.0,0.0,212.8,Group 3,FOOD-DATA-GROUP3.csv
Pork Sirloin Chops Cooked,"pork sirloin chops cooked, fresh meat, essential amino acids, heme iron, high protein",1,87.3,,,140.0,23.3,0.0,4.5,0.0,1.0,0.0,28.2,Group 3,FOOD-DATA-GROUP3.csv
Pork Country Style Ribs Raw,"pork country style ribs raw, fresh meat, essential amino acids, heme iron, high protein",1,88.9,,,242.0,24.8,0.0,15.1,0.0,61.0,0.0,69.2,Group 3,FOOD-DATA-GROUP3.csv
Ham Patties,ham patties,3,58.8,,,205.0,8.3,1.1,18.3,0.0,700.0,0.0,33.6,Group 3,FOOD-DATA-GROUP3.csv
Pork Feet Cooked,"pork feet cooked, fresh meat, essential amino acids, heme iron",1,80.5,,,67.0,6.2,0.0,4.5,0.0,46.0,0.0,11.0,Group 3,FOOD-DATA-GROUP3.csv
Ground Pork Cooked,"ground pork cooked, fresh meat, essential amino acids, heme iron, high protein",1,98.0,,,930.0,80.4,0.0,65.0,0.0,200.0,0.0,220.5,Group 3,FOOD-DATA-GROUP3.csv
Pork Centre Loin Chops Cooked,"pork centre loin chops cooked, fresh meat, essential amino acids, heme iron, high protein",1,90.5,,,328.0,40.2,0.0,17.4,0.0,65.0,0.0,59.0,Group 3,FOOD-DATA-GROUP3.csv
Pork Leg Cap Steak Cooked,"pork leg cap steak cooked, fresh meat, essential amino acids, heme iron, high protein",1,91.4,,,307.0,53.5,0.0,8.6,0.0,100.0,0.0,77.6,Group 3,FOOD-DATA-GROUP3.csv
Pork Blade Chops Raw,"pork blade chops raw, fresh meat, essential amino acids, heme iron, high protein",1,95.1,,,376.0,55.8,0.0,15.4,0.0,200.0,0.0,152.1,Group 3,FOOD-DATA-GROUP3.csv
Pork Tenderloin Raw,"pork tenderloin raw, fresh meat, essential amino acids, heme iron, high protein",1,95.4,,,606.0,104.3,0.0,17.8,0.0,300.0,0.0,157.3,Group 3,FOOD-DATA-GROUP3.csv
Pork Sirloin Chops Raw,"pork sirloin chops raw, fresh meat, essential amino acids, heme iron, high protein",1,98.0,,,1090.0,205.5,0.0,23.3,0.0,600.0,0.0,314.9,Group 3,FOOD-DATA-GROUP3.csv
Pork Leg Cap Steak Raw,"pork leg cap steak raw, fresh meat, essential amino acids, heme iron, high protein",1,91.3,,,284.0,50.0,0.0,7.8,0.0,200.0,0.0,75.9,Group 3,FOOD-DATA-GROUP3.csv
Pork Carcass Raw,"pork carcass raw, fresh meat, essential amino acids, heme iron, high protein",1,98.0,,,1706.0,63.1,0.0,159.1,0.0,200.0,0.0,313.3,Group 3,FOOD-DATA-GROUP3.csv
Pork Splean Cooked,"pork splean cooked, fresh meat, essential amino acids, heme iron, high protein",1,98.0,,,446.0,84.3,0.0,9.6,0.0,300.0,0.0,234.0,Group 3,FOOD-DATA-GROUP3.csv
Chopped Ham,chopped ham,3,62.0,,,50.0,4.6,1.2,2.9,0.0,300.0,0.0,10.9,Group 3,FOOD-DATA-GROUP3.csv
Pork Centre Loin Chops Raw,"pork centre loin chops raw, fresh meat, essential amino acids, heme iron, high protein",1,92.4,,,338.0,41.2,0.0,18.0,0.0,100.0,0.0,98.3,Group 3,FOOD-DATA-GROUP3.csv
Pork Blade Chops Cooked,"pork blade chops cooked, fresh meat, essential amino acids, heme iron, high protein",1,90.5,,,265.0,32.4,1.1,14.6,0.0,72.0,0.0,59.9,Group 3,FOOD-DATA-GROUP3.csv
Boston Butt Steak Cooked,"boston butt steak cooked, high protein",1,94.0,,,494.0,46.4,0.0,32.7,0.0,100.0,0.0,130.5,Group 3,FOOD-DATA-GROUP3.csv
Pork Meat Raw,"pork meat raw, fresh meat, essential amino acids, heme iron",1,80.0,,,179.0,2.6,0.0,18.6,0.0,21.0,0.0,25.3,Group 3,FOOD-DATA-GROUP3.csv
Pork Top Loin Chops Raw,"pork top loin chops raw, fresh meat, essential amino acids, heme iron, high protein",1,90.8,,,287.0,39.9,0.0,12.8,0.0,99.0,0.0,66.7,Group 3,FOOD-DATA-GROUP3.csv
Pork Blade Steak Braised,"pork blade steak braised, fresh meat, essential amino acids, heme iron, high protein",1,93.3,,,694.0,68.2,0.1,44.7,0.0,400.0,0.0,115.1,Group 3,FOOD-DATA-GROUP3.csv
Pork Boston Steaks Cooked,"pork boston steaks cooked, fresh meat, essential amino acids, heme iron, high protein",1,94.3,,,438.0,43.2,0.0,28.1,0.0,100.0,0.0,135.0,Group 3,FOOD-DATA-GROUP3.csv
Bacon Cooked,bacon cooked,3,57.0,,,43.0,3.5,0.1,3.1,0.0,200.0,0.0,6.7,Group 3,FOOD-DATA-GROUP3.csv
Pickled Pork Hocks,"pickled pork hocks, fresh meat, essential amino acids, heme iron",3,62.2,,,48.0,5.4,0.0,3.0,0.0,300.0,0.0,14.1,Group 3,FOOD-DATA-GROUP3.csv
Pork Boston Roast Cooked,"pork boston roast cooked, fresh meat, essential amino acids, heme iron, high protein",1,96.9,,,705.0,60.5,0.0,49.4,0.0,200.0,0.0,188.9,Group 3,FOOD-DATA-GROUP3.csv
Canadian Style Bacon Grilled,canadian style bacon grilled,3,62.3,,,43.0,5.7,0.3,2.0,0.0,400.0,0.0,10.6,Group 3,FOOD-DATA-GROUP3.csv
Ham Steak,ham steak,3,59.9,,,70.0,11.1,0.0,2.4,0.0,700.0,0.0,34.8,Group 3,FOOD-DATA-GROUP3.csv
Pork Backfat,"pork backfat, fresh meat, essential amino acids, heme iron",1,95.3,,,3683.0,13.2,0.0,402.3,0.0,64.0,0.0,425.9,Group 3,FOOD-DATA-GROUP3.csv
Bacon Baked,bacon baked,3,57.0,,,44.0,2.9,0.1,3.5,0.0,200.0,0.0,6.7,Group 3,FOOD-DATA-GROUP3.csv
Pork Arm Picnic Raw,"pork arm picnic raw, fresh meat, essential amino acids, heme iron, high protein",4,32.0,,,5298.0,513.6,0.0,343.4,0.0,2300.0,0.0,1202.1,Group 3,FOOD-DATA-GROUP3.csv
Salt Pork Raw,"salt pork raw, fresh meat, essential amino acids, heme iron",2,64.0,,,212.0,1.4,0.0,22.8,0.0,800.0,0.0,26.0,Group 3,FOOD-DATA-GROUP3.csv
Pork Arm Picnic Cooked,"pork arm picnic cooked, fresh meat, essential amino acids, heme iron, high protein",4,32.0,,,5292.0,560.3,0.0,322.7,0.0,2200.0,0.0,1264.1,Group 3,FOOD-DATA-GROUP3.csv
Pork Top Loin Chops Cooked,"pork top loin chops cooked, fresh meat, essential amino acids, heme iron, high protein",1,90.1,,,270.0,39.4,0.0,11.2,0.0,64.0,0.0,51.5,Group 3,FOOD-DATA-GROUP3.csv
Ground Pork Raw,"ground pork raw, fresh meat, essential amino acids, heme iron, high protein",1,87.3,,,329.0,21.1,0.0,26.5,0.0,33.0,0.0,67.2,Group 3,FOOD-DATA-GROUP3.csv
Pork Shoulder Raw,"pork shoulder raw, fresh meat, essential amino acids, heme iron, high protein",1,98.0,,,1070.0,77.9,0.0,81.6,0.0,300.0,0.0,235.6,Group 3,FOOD-DATA-GROUP3.csv
Pork Chitterlings Cooked,"pork chitterlings cooked, fresh meat, essential amino acids, heme iron",1,75.0,,,66.0,3.5,0.0,5.8,0.0,78.0,0.0,9.3,Group 3,FOOD-DATA-GROUP3.csv
Pork Breakfast Strips Cooked,"pork breakfast strips cooked, fresh meat, essential amino acids, heme iron",1,75.0,,,52.0,3.3,0.1,4.1,0.0,200.0,0.0,9.3,Group 3,FOOD-DATA-GROUP3.csv
Pork Blade Roll Roasted,"pork blade roll roasted, grain flour, water, yeast, salt, high protein",3,47.7,,,1079.0,65.0,1.4,88.3,0.0,3700.0,0.0,196.3,Group 3,FOOD-DATA-GROUP3.csv
Pork Tail Cooked,"pork tail cooked, fresh meat, essential amino acids, heme iron, high protein",1,96.8,,,1089.0,46.8,0.0,98.5,0.0,93.0,0.0,186.0,Group 3,FOOD-DATA-GROUP3.csv
Pork Centre Rib Roasts Raw,"pork centre rib roasts raw, fresh meat, essential amino acids, heme iron, high protein",1,92.7,,,275.0,44.0,0.0,9.7,0.0,100.0,0.0,103.4,Group 3,FOOD-DATA-GROUP3.csv
